"Artikelnummer","Benämning","Antal","Försäljning","Moms","Försäljning (inkl. moms)","Inköpssumma","Vinst","Vinst (%)"
"G8666-40-Khaki","MS G8666-40 Women's Handbag and Functional Design - Khaki *KAMPANJ*",9.000,636.80,159.20,796.00,99.50,537.30,0.84375000000000000000
"G8666-4-Milk-Coffee","MS G8666-4 Women's Handbag Stylish and Durable Design",6.000,636.80,159.20,796.00,0.00,636.80,1.00000000000000000000
"G8666-50-Louis-Brown","MS G8666-50 Women's Handbag Elegant Design for Every Occasion",3.000,158.40,39.60,198.00,0.00,158.40,1.00000000000000000000
"G8666-54-Coffee-Brown","MS G8666-54 Women's Handbag Stylish High-Quality Design",1.000,0.00,0.00,0.00,0.00,0.00,
"G8666-57-CHOCOLATE","MS G8666-57 Women'S Handbag - Chocolate *KAMPANJ*",1.000,159.36,39.84,199.20,99.50,59.86,0.37562751004016064257
"GD303-Beige-L","MG GD303 Women’s Sporty Winter Tracksuit - Green / L *KAMPANJ*",1.000,399.20,99.80,499.00,199.50,199.70,0.50025050100200400802
"GD303-Black-L","MG GD303 Women’s Sporty Winter Tracksuit - Black / L *KAMPANJ*",1.000,399.20,99.80,499.00,199.50,199.70,0.50025050100200400802
"GDB303-Black-15-16","MG GDB303 Children’s Sporty Winter Tracksuit fo... - Black / 15-16 *KAMPANJ*",1.000,399.20,99.80,499.00,199.50,199.70,0.50025050100200400802
"GDB303-Brown-11-12","MG GDB303 Children’s Sporty Winter Tracksuit fo... - Brown / 11-12 *KAMPANJ*",1.000,0.00,0.00,0.00,199.50,-199.50,
"GENSKU_0","Alex 2",2.000,86.40,21.60,108.00,0.00,86.40,1.00000000000000000000
"JJ1001-D-US","JJ1001 Leggings for Women - Default / Universal Size *KAMPANJ*",19.000,901.96,225.50,1127.46,840.75,61.21,0.06786331988114772274
"JJ1002-D-US","JJ1002 Leggings for Everyday Wear - Default / Universal Size *KAMPANJ*",8.000,379.76,94.96,474.72,354.00,25.76,0.06783231514640825785
"JP1-B-US","JP1 Fur Jackets and Elegance - Brown / Universal Size *KAMPANJ*",1.000,0.00,0.00,0.00,214.50,-214.50,
"JP2-B-US-2","JP2 Black Vest Jackets - Beige / Universal Size *KAMPANJ*",1.000,262.82,65.71,328.53,164.50,98.32,0.37409633970017502473
"JP2-B-US-3","JP2 Black Vest Jackets - Brown / Universal Size *KAMPANJ*",1.000,262.82,65.71,328.53,164.50,98.32,0.37409633970017502473
"KG100-Black-L","KG100-Black-L",1.000,399.20,99.80,499.00,0.00,399.20,1.00000000000000000000
"KG103-Beige-M","KG103-Beige-M",1.000,399.20,99.80,499.00,0.00,399.20,1.00000000000000000000
"KG103-Black-XL","KG103-Black-XL",1.000,399.20,99.80,499.00,0.00,399.20,1.00000000000000000000
"KG103-Grey-M","KG103-Grey-M",1.000,559.20,139.80,699.00,0.00,559.20,1.00000000000000000000
"KG104-Black-M","G2 KG104 Summer Men’s Sporty Tracksuit for Active Lifestyle",1.000,0.00,0.00,0.00,0.00,0.00,
"KG104-Grey-M","KG104-Grey-M",3.000,1197.60,299.40,1497.00,0.00,1197.60,1.00000000000000000000
"KG106-Black-L","KG106-Black-L",2.000,798.40,199.60,998.00,0.00,798.40,1.00000000000000000000
"KG106-Grey-M","KG106-Grey-M",1.000,399.20,99.80,499.00,0.00,399.20,1.00000000000000000000
"LC014-Brown-L","LC014-Brown-L",1.000,479.20,119.80,599.00,0.00,479.20,1.00000000000000000000
"LC014-Brown-M","LC014-Brown-M",0.000,0.00,0.00,0.00,0.00,0.00,
"LH204-Beige-L","LH204-Beige-L",2.000,239.20,59.80,299.00,0.00,239.20,1.00000000000000000000
"LH204-Beige-XL","LH204-Beige-XL",2.000,478.40,119.60,598.00,0.00,478.40,1.00000000000000000000
"LH204-Black-3XL","LH204-Black-3XL",1.000,0.00,0.00,0.00,0.00,0.00,
"LH204-Black-L","LH204-Black-L",1.000,239.20,59.80,299.00,0.00,239.20,1.00000000000000000000
"LH204-Black-XL","LH204-Black-XL",2.000,0.00,0.00,0.00,0.00,0.00,
"LH204-Brown-L","LH204-Brown-L",2.000,239.20,59.80,299.00,0.00,239.20,1.00000000000000000000
"LH204-Grey-3XL","LH204-Grey-3XL",1.000,239.20,59.80,299.00,0.00,239.20,1.00000000000000000000
"LL-D-US","LL Women’s Knit Sweater for Winter in Cozy Styles - Default / Universal Size *KAMPANJ*",27.000,2843.84,710.96,3554.80,2686.50,157.34,0.05532660065263868572
"M02-BLACK-39","HZ 808 Men’s Sneakers - BLACK / 39 *KAMPANJ*",1.000,0.00,0.00,0.00,84.50,-84.50,
"M02-BLACK-41","HZ 808 Men’s Sneakers - BLACK / 41 *KAMPANJ*",1.000,134.02,33.50,167.52,84.50,49.52,0.36949708998656916878
"M0D6-BLACKWHITE-36","HZ 817 Women’s Sneakers - BLACK RED / 36 *KAMPANJ*",1.000,78.18,19.54,97.72,49.50,28.68,0.36684574059861857252
"M0D6-PURPLE-38","HZ 817 Women’s Sneakers - RED BLACK / 38 *KAMPANJ*",4.000,312.71,78.17,390.88,198.00,114.71,0.36682549326852355217
"M6-GREY-39","HZ M006 Men’s Sneakers for Comfort and Style",1.000,0.00,0.00,0.00,0.00,0.00,
"MA01-BLACK RED-39","MA01-BLACK RED-39",1.000,119.20,29.80,149.00,0.00,119.20,1.00000000000000000000
"MA66-BLACK-36","HZ MA66 Women’s Sneakers - BLACK / 36 *KAMPANJ*",2.000,78.18,19.54,97.72,99.00,-20.82,-0.26630851880276285495
"MA66-BLACK-41","HZ MA66 Women’s Sneakers - BLACK / 41 *KAMPANJ*",2.000,156.36,39.08,195.44,99.00,57.36,0.36684574059861857252
"Model_3-Black-2XL","YR5 Men’s Sweaters - Black / CN 2XL = EU M *KAMPANJ*",2.000,287.04,71.76,358.80,179.00,108.04,0.37639353400222965440
"Model_3-Black-L","YR5 Men’s Sweaters - Black / CN L = EU XS *KAMPANJ*",1.000,143.52,35.88,179.40,89.50,54.02,0.37639353400222965440
"Model_5-Camel-L","YR1 Men’s Sweaters - Blue / CN L = EU XS *KAMPANJ*",1.000,143.52,35.88,179.40,89.50,54.02,0.37639353400222965440
"Model_5-Coffee-2XL","YR1 Men’s Sweaters - Grey / CN 2XL = EU M *KAMPANJ*",1.000,143.52,35.88,179.40,89.50,54.02,0.37639353400222965440
"Model_5-Red-L","YR1 Men’s Sweaters - Red / CN L = EU XS *KAMPANJ*",1.000,143.52,35.88,179.40,89.50,54.02,0.37639353400222965440
"Model_5-Yellow-2XL","YR1 Men’s Sweaters - Beige / CN 2XL = EU M *KAMPANJ*",1.000,143.52,35.88,179.40,89.50,54.02,0.37639353400222965440
"Model_5-Yellow-XL","YR1 Men’s Sweaters - Beige / CN XL = EU S *KAMPANJ*",1.000,143.52,35.88,179.40,89.50,54.02,0.37639353400222965440
"P30-BLACK-40","HZ XM12 Men’s Sneakers - BLACK / 40 *KAMPANJ*",1.000,78.18,19.54,97.72,49.50,28.68,0.36684574059861857252
"P30-BLACK-41","HZ XM12 Men’s Sneakers - BLACK / 41 *KAMPANJ*",1.000,78.18,19.54,97.72,49.50,28.68,0.36684574059861857252
"P30-GREY-39","HZ XM12 Men’s Sneakers for Stylish Comfort and Support",16.000,992.80,248.20,1241.00,0.00,992.80,1.00000000000000000000
"SA-01-BLACK-40","SA-01-BLACK-40",1.000,279.20,69.80,349.00,0.00,279.20,1.00000000000000000000
"SA-01-BLACK-41","SA-01-BLACK-41",2.000,0.00,0.00,0.00,0.00,0.00,
"SA-01-BLACK-42","SA-01-BLACK-42",2.000,279.20,69.80,349.00,0.00,279.20,1.00000000000000000000
"SA-01-BLACK-43","SA-01-BLACK-43",2.000,0.00,0.00,0.00,0.00,0.00,
"SA-01-BLACK-44","SA-01-BLACK-44",4.000,558.40,139.60,698.00,0.00,558.40,1.00000000000000000000
"SA-01-WHITE_GREEN-39","SA-01-WHITE_GREEN-39",1.000,280.00,70.00,350.00,0.00,280.00,1.00000000000000000000
"SA-01-WHITE_GREEN-42","SA-01-WHITE_GREEN-42",1.000,0.00,0.00,0.00,0.00,0.00,
"SA-01-WHITE_GREEN-44","SA-01-WHITE_GREEN-44",1.000,279.20,69.80,349.00,0.00,279.20,1.00000000000000000000
"SA-01-WHITE_ORANGE-40","SA-01-WHITE_ORANGE-40",1.000,0.00,0.00,0.00,0.00,0.00,
"SA-01-WHITE_ORANGE-44","SA-01-WHITE_ORANGE-44",1.000,0.00,0.00,0.00,0.00,0.00,
"SA-02-BEIGE-40","SA-02-BEIGE-40",1.000,0.00,0.00,0.00,0.00,0.00,
"SA-02-BEIGE-42","SA-02-BEIGE-42",1.000,279.20,69.80,349.00,0.00,279.20,1.00000000000000000000
"SA-02-BEIGE-44","SA-02-BEIGE-44",1.000,0.00,0.00,0.00,0.00,0.00,
"SA-04-BEIGE-43","SA-04-BEIGE-43",1.000,0.00,0.00,0.00,0.00,0.00,
"SA-05-BLACK-44","SA-05-BLACK-44",1.000,0.00,0.00,0.00,0.00,0.00,
"SA-06-BLACK-41","SA-06-BLACK-41",1.000,0.00,0.00,0.00,0.00,0.00,
"SA-07-BEIGE-41","SA-07-BEIGE-41",1.000,0.00,0.00,0.00,0.00,0.00,
"SA-07-BEIGE-42","SA-07-BEIGE-42",1.000,0.00,0.00,0.00,0.00,0.00,
"SA-07-BLACK-43","SA-07-BLACK-43",1.000,0.00,0.00,0.00,0.00,0.00,
"SA-08-BEIGE-40","SA-08-BEIGE-40",1.000,280.00,70.00,350.00,0.00,280.00,1.00000000000000000000
"SA-08-BEIGE-43","SA-08-BEIGE-43",1.000,239.20,59.80,299.00,0.00,239.20,1.00000000000000000000
"SA-08-BEIGE-44","SA-08-BEIGE-44",2.000,279.20,69.80,349.00,0.00,279.20,1.00000000000000000000
"SA-08-BLACK-44","SA-08-BLACK-44",1.000,0.00,0.00,0.00,0.00,0.00,
"SA-08-GREY-42","SA-08-GREY-42",1.000,0.00,0.00,0.00,0.00,0.00,
"SA-09-BLACK-40","CH SA-09 Men’s Sneakers - BLACK / 40 *KAMPANJ*",2.000,0.00,0.00,0.00,299.00,-299.00,
"SA-09-BLACK-41","CH SA-09 Men’s Sneakers - BLACK / 41 *KAMPANJ*",2.000,0.00,0.00,0.00,299.00,-299.00,
"SA-09-BLACK-42","CH SA-09 Men’s Sneakers - BLACK / 42 *KAMPANJ*",2.000,0.00,0.00,0.00,299.00,-299.00,
"SA-09-GREY-41","CH SA-09 Men’s Sneakers - GREY / 41 *KAMPANJ*",2.000,0.00,0.00,0.00,299.00,-299.00,
"SA-09-GREY-43","CH SA-09 Men’s Sneakers - GREY / 43 *KAMPANJ*",1.000,0.00,0.00,0.00,149.50,-149.50,
"SA-09-GREY-44","CH SA-09 Men’s Sneakers - GREY / 44 *KAMPANJ*",2.000,0.00,0.00,0.00,299.00,-299.00,
"SA-09-WHITE-40","CH SA-09 Men’s Sneakers - WHITE / 40 *KAMPANJ*",1.000,236.50,59.13,295.63,149.50,87.00,0.36786469344608879493
"SY01","SY01 Handbag - Standard *KAMPANJ*",23.000,2253.10,563.26,2816.36,3125.50,-872.40,-0.38719985797345879011
"SY02","Sy02 Handbag Needs - Standard *KAMPANJ*",15.000,2081.60,520.40,2602.00,493.50,1588.10,0.76292275172943889316
"SY03","SY03 Handbag - Standard *KAMPANJ*",3.000,788.10,197.02,985.12,329.00,459.10,0.58254028676563887831
"SY04","SY04 Handbag - Standard *KAMPANJ*",4.000,532.85,133.21,666.06,329.00,203.85,0.38256544993900722530
"SY05","Stylish and Elegant SY05 Handbag for Everyday Use",11.000,676.00,169.00,845.00,0.00,676.00,1.00000000000000000000
"SY06","Stylish and Versatile SY06 Handbag for Everyday Use",5.000,804.80,201.20,1006.00,0.00,804.80,1.00000000000000000000
"SY07","Sy07 Handbag - Standard *KAMPANJ*",2.000,262.45,65.61,328.06,329.00,-66.55,-0.25357210897313774052
"T8666-15-Louis-Brown","MS T8666-15 Women's Handbag Stylish and Durable Design",2.000,159.20,39.80,199.00,0.00,159.20,1.00000000000000000000
"TK800-Beige-M","TK800-Beige-M",1.000,479.20,119.80,599.00,0.00,479.20,1.00000000000000000000
"TK800-Grey-M","TK800-Grey-M",2.000,958.40,239.60,1198.00,0.00,958.40,1.00000000000000000000
"TM005-Black-120","INCI TM005 Children’s Puffer Jackets - WHITE-PINK / 120 *KAMPANJ*",1.000,399.20,99.80,499.00,224.50,174.70,0.43762525050100200401
"TM005-Black-140","INCI TM005 Children’s Puffer Jackets - WHITE-PINK / 100 *KAMPANJ*",1.000,399.20,99.80,499.00,224.50,174.70,0.43762525050100200401
"TM141-Black-120","INCI TM141 Children’s Puffer Jackets - GREEN / 120 *KAMPANJ*",1.000,0.00,0.00,0.00,224.50,-224.50,
"TM155-Black-120","INCI TM155 Children’s Puffer Jackets - Black / 120 *KAMPANJ*",1.000,399.20,99.80,499.00,224.50,174.70,0.43762525050100200401
"TM157-Black-120","Inci Tm157 Children’s Puffer Jackets - Black / 120 *KAMPANJ*",1.000,399.20,99.80,499.00,224.50,174.70,0.43762525050100200401
"TM157-Black-140","Inci Tm157 Children’s Puffer Jackets - Black / 140 *KAMPANJ*",1.000,399.20,99.80,499.00,224.50,174.70,0.43762525050100200401
"TM190-Black-110","INCI TM190 Children’s Puffer Jackets - Black / 110 *KAMPANJ*",1.000,399.20,99.80,499.00,224.50,174.70,0.43762525050100200401
"TM190-Black-120","INCI TM190 Children’s Puffer Jackets - Black / 120 *KAMPANJ*",1.000,399.20,99.80,499.00,224.50,174.70,0.43762525050100200401
"TM192-Black-130","INCI TM192 Children’s Puffer Jackets - Black / 130 *KAMPANJ*",0.000,0.00,0.00,0.00,0.00,0.00,
"TM192-Black-140","INCI TM192 Children’s Puffer Jackets - Black / 140 *KAMPANJ*",1.000,399.20,99.80,499.00,224.50,174.70,0.43762525050100200401
"TM2-BEIGE-L","TM2 Women’S Coat - Beige / L *KAMPANJ*",0.000,0.00,0.00,0.00,0.00,0.00,
"TM2-BEIGE-XXL","TM2 Women’S Coat - Beige / 2XL *KAMPANJ*",1.000,0.00,0.00,0.00,749.50,-749.50,
"TM3-BROWN-L","TM3 Women’S Coat - Brown / L *KAMPANJ*",1.000,1199.40,299.85,1499.25,749.50,449.90,0.37510421877605469401
"TM3-GREY-XL","TM3 Women’S Coat - Grey / XL *KAMPANJ*",1.000,1199.40,299.85,1499.25,749.50,449.90,0.37510421877605469401
"TZ302-Beige-2XL","G2 TZ302 Men’s Sporty Winter Tracksuit - Dark Blue / 2XL *KAMPANJ*",4.000,1438.56,359.64,1798.20,1198.00,240.56,0.16722277833388944500
"TZ302-Black-2XL","G2 TZ302 Men’s Sporty Winter Tracksuit - Black / 2XL *KAMPANJ*",1.000,479.52,119.88,599.40,299.50,180.02,0.37541708375041708375
"TZ302-Grey-2XL","G2 TZ302 Men’s Sporty Winter Tracksuit - Grey / 2XL *KAMPANJ*",1.000,479.52,119.88,599.40,299.50,180.02,0.37541708375041708375
"TZ302-Grey-M","G2 TZ302 Men’s Sporty Winter Tracksuit - Grey / M *KAMPANJ*",2.000,799.52,199.88,999.40,299.50,500.02,0.62540024014408645187
"TZ303-Black-L","G2 TZ303 Men’s Sporty Winter Tracksuit - Black / L *KAMPANJ*",2.000,959.04,239.76,1198.80,599.00,360.04,0.37541708375041708375
"TZ303-Black-M","G2 TZ303 Men’s Sporty Winter Tracksuit - Black / M *KAMPANJ*",1.000,479.52,119.88,599.40,299.50,180.02,0.37541708375041708375
"TZ303-Grey-2XL","G2 TZ303 Men’s Sporty Winter Tracksuit - Grey / 2XL *KAMPANJ*",1.000,80.00,20.00,100.00,299.50,-219.50,-2.7437500000000000
"TZ303-Grey-L","G2 TZ303 Men’s Sporty Winter Tracksuit - Grey / L *KAMPANJ*",1.000,479.52,119.88,599.40,299.50,180.02,0.37541708375041708375
"TZ303-Grey-M","G2 TZ303 Men’s Sporty Winter Tracksuit - Grey / M *KAMPANJ*",2.000,959.04,239.76,1198.80,599.00,360.04,0.37541708375041708375
"TZ304-Black-2XL","G2 TZ304 Men’s Sporty Winter Tracksuit - Black / 2XL *KAMPANJ*",3.000,1438.56,359.64,1798.20,898.50,540.06,0.37541708375041708375
"TZ304-Black-M","G2 TZ304 Men’s Sporty Winter Tracksuit - Black / M *KAMPANJ*",2.000,959.04,239.76,1198.80,599.00,360.04,0.37541708375041708375
"TZ304-Grey-M","G2 TZ304 Men’s Sporty Winter Tracksuit - Grey / M *KAMPANJ*",1.000,479.52,119.88,599.40,299.50,180.02,0.37541708375041708375
"WR13-Black-2XL","WR13-Black-2XL",1.000,399.20,99.80,499.00,0.00,399.20,1.00000000000000000000
"XG009-WHITE_PINK-37","CHW XG009 Women’s Sneakers - WHITE/PINK / 37 *KAMPANJ*",1.000,0.00,0.00,0.00,149.50,-149.50,
"XG009-WHITE_PINK-38","XG009-WHITE_PINK-38",0.000,0.00,0.00,0.00,0.00,0.00,
"XG009-WHITE_PINK-40","XG009-WHITE_PINK-40",0.000,0.00,0.00,0.00,0.00,0.00,
"XG009-WHITE_RED-36","CHW XG009 Women’s Sneakers - WHITE/RED / 36 *KAMPANJ*",1.000,0.00,0.00,0.00,149.50,-149.50,
"Z592-BLACK-42","Z592-BLACK-42",1.000,0.00,0.00,0.00,0.00,0.00,
"Z592-BLACK-43","Z592-BLACK-43",1.000,279.20,69.80,349.00,0.00,279.20,1.00000000000000000000
"ZQ77-BLACK-44","CH ZQ77 Men’s Sneakers - BLACK / 44 *KAMPANJ*",2.000,473.00,118.26,591.26,299.00,174.00,0.36786469344608879493
"ZQ77-WHITE-42","ZQ77-WHITE-42",1.000,279.20,69.80,349.00,0.00,279.20,1.00000000000000000000
"ZQ77-WHITE-44","CH ZQ77 Men’s Sneakers - WHITE / 44 *KAMPANJ*",4.000,279.20,69.80,349.00,149.50,129.70,0.46454154727793696275
"ZQ99-BLACK-42","ZQ99-BLACK-42",1.000,0.00,0.00,0.00,0.00,0.00,
"ZQ99-WHITE-39","CH ZQ99 Men’s Sneakers - WHITE / 39 *KAMPANJ*",1.000,0.00,0.00,0.00,149.50,-149.50,
"ZQ99-WHITE-43","ZQ99-WHITE-43",1.000,0.00,0.00,0.00,0.00,0.00,
